ResponseId,SexOrient,SexOrient_7_TEXT,HeteroHomo,RelOrient,NumPartners,NumCohabitPart,Nonmonogamy Attitude_1,Nonmonogamy Attitude_2,Nonmonogamy Attitude_3,Nonmonogamy Attitude_4,Nonmonogamy Attitude_5,Nonmonogamy Attitude_6,Nonmonogamy Attitude_7,Nonmonogamy Attitude_8,Q137_1,Q137_2,Q137_3,Q137_4,Q137_5,Q137_6,Q137_7,Q138,Q141,Q142,Q143,Q144,Q145,Q146,Q147,Q148,Q149,Q150,Q151,Q152,Q153,Q154,Q155,Q156,Q157,Q158,Q159,Q160,Q161,Q162,Q163,Q164,Q165,Q166,Q167,Q168,Q169,Q170,Q171,Q172,Q173,Q174,Q175,Q176,Q177,Q178,Q179,Q180,Q181,Q182,Q183,Q184,Q185,Q186,Q187,Q188,Q189,Gender,RelOrient
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3cCTyIS2qzlcyc6,3,,6,1,1,1,2,1,5,5,4,4,4,1,1,1,7,1,2,1,1,4,5,4,4,5,4,4,2,2,4,4,2,2,2,4,4,4,4,5,4,2,3,4,2,4,2,5,2,5,1,1,3,2,3,1,5,1,2,2,4,3,3,3,4,4,2,1,3,4,4,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_263at1aAQdSbo93,1,,1,1,1,1,7,1,7,7,1,1,1,1,1,1,1,1,1,1,1,4,4,2,5,5,4,4,4,5,2,4,1,1,3,4,4,2,4,5,2,2,1,4,2,1,1,1,1,4,1,2,2,2,1,1,4,1,1,4,4,1,4,4,4,2,4,1,4,4,5,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_21WLXCjOPJIrnTX,1,,1,1,1,1,4,1,4,4,1,1,1,1,1,1,5,1,2,2,2,4,3,4,3,3,3,4,4,2,3,2,4,4,4,2,3,2,2,3,4,3,3,2,4,3,2,5,4,2,1,4,4,2,4,4,4,2,3,4,3,2,3,2,2,3,2,3,4,4,3,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3jjGy1vqMWR8dXU,2,,7,1,2,1,4,1,6,5,4,2,1,1,2,1,3,1,2,1,1,3,4,2,4,5,4,3,4,5,5,5,4,3,3,2,3,3,3,4,4,5,5,4,4,3,3,4,3,1,1,4,4,1,3,1,2,2,2,3,3,1,3,2,5,3,3,2,3,2,4,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2D61WJoNd0x0PJk,4,,3,"1,4",6,1,1,7,2,1,7,7,7,7,2,4,5,7,2,1,2,3,5,5,3,5,5,4,3,2,5,4,5,3,5,5,4,5,5,4,2,2,2,2,1,1,1,2,2,1,1,1,4,1,5,3,2,2,1,2,4,1,5,4,5,3,1,1,2,2,3,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2CYsmfp3dPTczv3,1,,1,1,2,1,4,1,5,7,2,1,1,3,1,1,7,1,1,1,1,3,4,4,4,4,4,4,3,4,4,4,2,2,3,1,2,2,1,2,2,4,2,1,1,1,1,3,3,1,1,2,1,2,3,2,4,4,3,3,3,3,2,3,4,3,3,3,4,3,3,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1GuZLOyksRC4xgD,1,,1,1,1,1,6,1,6,5,2,2,1,1,1,1,4,4,2,1,1,4,5,4,3,4,4,4,4,3,4,5,3,3,3,3,4,3,3,3,3,3,3,3,3,4,2,3,3,2,3,2,4,3,1,1,3,2,2,3,3,3,1,1,2,3,3,3,3,4,3,1,"1,4"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_7BbrmzUihx5esKr,1,,1,"1,2",2,3,3,1,7,6,2,1,1,1,1,2,6,3,1,1,1,2,3,3,3,4,3,3,4,4,4,3,1,1,2,4,3,4,2,3,3,4,4,2,2,3,2,4,2,2,2,2,2,2,3,3,3,3,2,2,2,2,2,3,3,3,3,3,3,3,3,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_5htBmI7mGGEo3qF,4,,3,1,2,1,3,2,1,5,4,3,2,1,1,1,6,5,1,1,1,3,4,4,4,2,4,3,4,2,3,3,2,2,2,4,4,2,2,1,2,4,4,2,2,2,2,2,2,3,3,3,3,3,4,3,4,3,3,3,3,3,4,4,3,3,5,3,4,3,4,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2XcwWbZPxQkGF6V,1,,1,1,1,1,3,1,7,6,3,4,4,2,4,5,2,3,3,4,3,4,3,4,2,2,2,4,3,1,4,2,1,1,1,3,3,1,3,2,3,4,2,2,1,2,1,1,1,3,1,2,1,2,4,2,4,2,1,1,3,2,1,2,4,2,2,2,3,4,4,1,"1,2"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_5CE5iCO47wfgvn6,1,,2,1,1,1,4,1,6,6,4,3,1,1,1,1,7,2,2,1,1,4,4,4,4,4,4,4,3,3,4,4,5,4,3,2,3,3,2,4,4,4,2,5,5,5,5,4,4,3,5,3,2,4,2,1,4,2,2,4,2,4,4,5,5,5,5,5,5,4,3,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_7V288sli1XNDY7D,1,,1,1,1,1,5,1,7,7,6,1,1,1,1,1,7,1,3,1,1,4,5,3,4,4,4,2,3,5,5,4,2,3,4,4,4,2,1,5,4,2,2,3,1,4,2,2,5,2,2,5,4,2,2,1,2,2,2,4,4,2,2,4,3,4,4,3,4,2,3,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_7XEmjaJlz2QtV9n,1,,1,1,1,1,7,1,4,7,1,1,1,1,1,1,1,1,1,1,1,4,4,2,1,2,1,2,2,5,4,2,4,4,2,2,2,2,2,4,3,3,2,5,5,5,5,4,5,4,4,4,5,4,2,2,2,2,2,4,2,2,4,4,4,4,4,4,5,4,2,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_5hLvPX36rcBX2qU,1,,2,1,2,1,7,1,7,7,1,1,1,1,1,1,1,1,1,7,1,4,4,4,3,3,3,4,4,4,3,4,3,3,4,3,4,3,2,3,3,3,3,3,3,2,3,4,4,5,3,4,4,2,1,1,3,1,1,3,3,3,3,3,3,3,3,4,3,4,4,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1zpC15IPjaGVSAd,1,,1,1,3,1,1,1,6,6,2,2,2,2,1,1,4,1,1,7,1,3,5,4,3,4,5,4,4,3,5,4,3,2,4,4,5,3,2,3,4,3,4,2,1,1,2,1,2,2,1,4,2,2,3,1,1,1,1,4,1,1,1,1,1,1,2,1,4,4,4,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_7BbqepabuSShLdN,1,,1,1,2,1,7,1,7,5,6,1,1,1,5,5,5,3,6,3,4,5,5,4,4,4,4,4,5,3,4,4,2,5,4,4,5,3,4,4,4,5,4,3,4,4,2,2,4,4,4,4,1,2,4,2,4,4,2,4,1,4,4,2,4,4,2,4,4,5,4,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1qWqBxHWWizr9Ad,1,,1,1,2,1,2,3,3,4,5,5,4,4,1,1,1,1,1,1,1,4,3,3,3,3,3,3,3,3,3,3,3,4,2,4,4,4,2,2,2,1,2,3,3,3,3,3,4,3,3,3,3,3,2,2,5,5,3,3,3,3,3,3,3,3,3,3,3,3,2,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_5n2Rd8Em2Zoc1EA,4,,3,1,2,1,2,2,5,4,5,3,3,2,1,3,6,1,3,1,1,4,4,4,4,3,4,4,5,5,4,4,2,2,3,3,4,3,2,2,4,3,3,2,4,3,4,4,2,4,2,3,4,4,3,4,3,2,2,4,2,3,2,2,4,4,3,3,2,2,2,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_5GTX8s9vIDk8cnv,1,,1,1,2,1,6,1,7,7,1,1,1,2,1,1,7,1,1,1,1,4,5,4,4,5,5,4,4,3,4,5,2,3,4,4,3,3,4,4,3,3,4,5,5,5,5,5,5,5,5,4,5,4,2,2,1,2,2,2,3,4,4,4,4,5,5,5,5,5,5,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_8BgjuMpuKKiTYqh,1,,1,1,2,1,5,1,4,5,5,3,1,1,1,1,7,7,1,1,1,4,4,4,4,4,4,5,4,4,5,5,5,4,2,4,4,4,2,2,2,2,1,1,1,1,1,1,1,5,1,1,1,1,1,1,4,1,1,1,1,1,1,4,2,4,1,1,1,2,4,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_7xYn4GxEmZjflHH,1,,1,1,1,1,5,1,7,7,4,1,1,4,1,1,7,4,1,1,1,5,4,5,3,4,4,3,3,2,4,4,2,2,2,5,4,2,3,3,3,3,5,2,2,2,1,3,2,1,2,1,2,3,3,3,3,4,3,5,4,3,2,1,3,3,3,3,4,3,4,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_32y2ivL4z2ZFJIO,4,,4,1,2,1,1,1,5,2,7,7,7,7,1,1,7,1,1,1,1,5,4,2,1,2,2,3,5,5,4,4,1,1,3,4,3,4,3,3,2,2,4,1,2,1,3,3,1,2,1,3,4,2,2,1,3,2,1,4,1,1,2,1,1,3,3,5,4,4,3,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_5OZcPZiQ9NdI3oh,4,,4,1,2,2,6,1,7,7,1,1,1,1,1,1,6,1,1,1,1,4,5,4,4,4,4,5,5,3,4,5,3,3,2,4,4,2,1,5,4,4,4,5,5,5,5,5,2,4,5,2,3,3,2,1,1,2,1,1,1,1,4,3,3,2,3,3,5,5,5,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_7FGkGoApwYhjk2Z,1,,1,1,2,1,1,1,1,1,1,1,1,1,3,2,1,3,3,3,3,2,2,1,3,2,4,4,4,5,2,4,2,3,3,2,2,4,2,2,2,3,4,4,4,1,1,3,3,1,1,1,5,1,2,1,1,1,1,1,1,1,4,4,2,4,2,4,4,4,5,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1ZsMgxmjir8iZRD,1,,1,1,2,1,1,1,7,6,3,2,5,2,3,5,5,6,5,2,2,4,2,4,2,4,4,4,4,2,4,4,2,2,1,4,4,2,4,3,4,2,4,1,2,2,1,2,2,1,2,1,1,2,2,2,3,2,2,2,3,2,2,3,4,4,4,4,4,3,4,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2DedHpYPUWbN3VX,3,,3,"1,2,3,4,5",5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,3,4,3,2,3,4,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3jKgtpLSMoErLzY,1,,1,1,3,1,4,1,7,5,4,4,4,4,1,3,5,1,1,1,1,5,3,3,3,4,4,4,4,5,4,4,4,4,4,4,3,4,5,4,4,4,5,5,3,4,5,2,4,3,3,3,3,3,3,4,3,3,4,3,3,4,4,4,3,4,3,4,4,4,3,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1Odd1nnaQvsm9a8,1,,1,1,1,1,7,1,7,7,1,1,1,1,1,1,7,1,1,1,1,3,4,5,4,5,4,4,4,4,4,5,1,1,1,3,3,3,1,3,3,3,3,1,1,1,1,2,4,3,1,1,1,1,4,1,3,1,1,1,1,1,1,1,1,3,3,3,3,3,3,2,"1,2,3,4,5"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3kIc2WJLkPwYzhw,4,,3,"1,6",2,2,6,3,6,5,5,5,5,2,2,2,6,3,3,2,2,4,5,4,3,3,4,5,4,4,4,3,2,3,2,3,4,2,3,2,2,3,3,2,2,2,2,3,2,3,1,1,1,3,2,2,3,2,2,2,2,4,4,4,4,4,4,4,4,4,4,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2F2U3Rd4kNUr2z0,1,,1,1,1,1,4,4,4,4,4,4,4,4,5,3,3,3,5,4,4,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,1,3,3,1,2,3,3,3,3,4,4,4,3,3,3,3,3,3,3,3,3,2,3,2,2,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3e95i37cYDbubam,4,,3,1,2,1,4,1,7,7,5,1,2,2,1,1,6,3,3,1,1,4,3,3,3,3,4,3,3,4,4,4,2,3,3,4,3,3,3,3,3,4,3,3,3,3,2,3,3,2,3,4,3,5,2,3,3,2,2,3,3,4,4,4,4,4,3,4,4,4,4,2,"1,6"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_5D18Vk7VUEz9UKh,4,,3,1,2,1,2,4,6,5,4,4,5,5,1,2,5,2,2,1,1,3,4,4,4,2,2,4,3,4,4,3,2,2,2,4,3,2,1,3,2,4,4,1,4,4,2,3,2,1,3,4,2,1,1,1,4,2,2,2,4,2,1,4,3,4,3,3,2,1,2,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3q3NuC1mzk3Dmr9,4,,4,1,1,1,4,4,5,5,4,3,3,2,2,1,6,1,3,1,1,3,4,4,3,4,4,4,4,3,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,3,3,4,3,4,3,2,2,2,2,2,2,2,2,2,2,2,3,4,4,3,4,4,4,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_7n7lnWw0mnVxA1c,1,,1,1,2,1,7,1,4,7,1,1,1,1,1,1,7,1,1,1,1,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_10FSdFrDHVjP2YV,1,,1,2,2,3,5,1,6,7,2,4,4,1,1,1,7,4,1,1,1,4,4,2,2,4,1,2,2,2,4,3,1,1,1,5,5,2,5,2,3,3,5,1,1,1,1,1,1,2,1,3,1,3,2,1,1,1,1,1,1,1,2,2,2,4,4,1,3,3,2,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3Eugw7VrHMxyZoe,1,,1,1,2,1,6,1,6,6,1,1,1,2,1,1,7,1,1,1,1,2,4,4,3,3,2,4,3,4,3,4,4,3,3,2,2,2,4,2,2,4,3,3,4,1,1,1,3,2,3,4,3,3,1,1,4,2,2,1,4,1,3,4,3,4,4,2,4,3,4,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_31jWPTfnmQv0Q7g,1,,1,1,1,1,1,1,7,7,1,1,1,6,1,1,7,1,1,1,1,4,4,3,4,4,2,4,4,5,5,5,1,1,4,4,3,3,4,4,3,1,2,2,4,3,2,1,3,1,2,1,4,1,3,1,1,1,1,3,2,1,3,2,2,4,4,2,1,1,1,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_7vYYG43dXLS4F34,1,,1,1,1,1,3,4,4,4,3,5,3,6,5,5,2,2,2,3,3,3,4,4,2,4,2,4,2,4,2,4,2,4,2,4,4,3,4,2,4,2,4,2,4,2,4,2,4,4,2,4,2,4,2,4,4,2,4,2,4,2,3,4,2,4,4,3,2,3,3,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1OUdS4y137K8mhV,1,,1,1,2,2,7,1,7,7,1,1,1,1,1,1,7,1,1,1,1,4,2,4,4,4,4,4,4,4,4,4,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,4,2,2,2,2,4,1,4,1,1,4,4,2,4,4,4,4,4,4,4,4,4,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2cCRmCapsxCmWZa,1,,1,1,1,3,6,1,7,7,5,2,2,2,1,1,7,2,2,1,1,4,4,4,4,4,4,3,4,4,4,3,2,2,2,3,3,2,2,3,4,4,2,1,1,2,1,4,2,2,2,2,2,3,2,2,3,3,3,3,2,3,3,4,3,3,3,4,4,4,4,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_6vRvWFUbdemLmSJ,1,,1,1,2,1,7,5,7,7,2,2,1,1,5,5,5,7,7,6,1,5,4,4,4,5,4,4,4,5,3,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,4,4,4,,4,4,4,4,4,4,4,4,4,3,3,4,4,5,5,4,5,4,4,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_16sFylGQra4b0FH,1,,1,1,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_5uwFM88zM3WRJJT,3,,7,"1,3,4",1,1,2,6,4,4,4,4,4,3,4,1,7,3,6,6,1,4,3,2,2,4,3,3,4,2,3,4,4,2,2,5,2,3,4,2,4,3,3,2,3,4,3,2,3,4,3,3,4,3,4,3,4,3,4,3,3,4,3,4,3,4,3,4,3,4,3,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1wjeQb9U1WS2upQ,2,,7,1,1,1,6,1,5,4,4,4,4,1,1,1,7,7,1,1,1,4,4,2,1,2,4,4,4,5,5,5,1,1,1,2,4,3,1,4,4,4,1,4,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,2,2,5,1,1,4,4,4,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"1,3,4"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1sYkFVDSggXn0ox,3,,7,"1,2,3,4",3,1,1,7,1,1,7,7,7,4,5,1,7,1,2,7,7,4,4,3,3,4,4,4,3,4,4,4,2,2,4,5,4,4,4,3,3,2,5,1,4,2,2,5,4,3,1,4,4,1,5,2,2,2,2,4,3,2,2,2,3,4,4,2,3,2,2,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1drT9rB9rVt2QWB,1,,1,1,2,1,4,1,6,4,4,4,4,4,1,1,1,5,1,1,1,3,5,4,4,2,4,4,4,4,4,4,1,3,3,4,4,4,4,4,3,3,3,4,2,2,3,4,2,4,2,4,2,2,3,3,3,3,3,4,3,3,1,1,1,1,3,1,4,4,4,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3DaWivUbVHaG7rH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"1,2,3,4"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_23kjHGp8STo2tg9,4,,4,1,1,1,4,4,5,5,4,4,4,4,1,1,4,1,1,1,1,4,3,4,3,4,4,4,4,4,3,3,4,4,4,4,2,4,2,3,3,3,4,4,4,4,5,4,4,3,4,2,4,4,3,4,4,3,4,4,3,4,5,4,4,3,3,4,1,4,3,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
